"District/LEA","District #","School","School #","Private","Charter","T-I Prev.","T-I Curr.","Grades","Address","City","Zip","Map","Link","Stats","Phone","Fax","Chartered By","Opened","Closed","Principal/Director","Principal Name","Principal Email"
"Alpine District","01","Westfield School","180","Public","","","","Pre - 6","380 S LONG DR","ALPINE","84004","geo:40.448029,-111.7905","http://westfield.alpinedistrict.org/","https://datagateway.schools.utah.gov/Schools/01180","801-610-8720","801-763-7044","","2000","","Principal","Salonna Thomas","salonnathomas@alpinedistrict.org"
"Alpine District","01","Westlake High","789","Public","","","","10 - 12","99 N 200 W","SARATOGA SPRINGS","84045","geo:40.364009,-111.92298","http://westlake.alpinedistrict.org/","https://datagateway.schools.utah.gov/Schools/01789","801-610-8815","801-768-1068","","2009","","Principal","Gary Twitchell","gtwitchell@alpinedistrict.org"
"Alpine District","01","Westmore School","178","Public","","Title I","Title I","Pre - 6","1150 S MAIN","OREM","84058","geo:40.276684,-111.696851","","https://datagateway.schools.utah.gov/Schools/01178","801-610-8123","801-227-8744","","1950","","Principal","Rachelle Spencer","rspencer@alpinedistrict.org"
"Alpine District","01","Willowcreek Middle","425","Public","","","","7 - 9","2275 W 300 N","LEHI","84043","geo:40.389776,-111.884638","http://willowcreek.alpinedistrict.org/","https://datagateway.schools.utah.gov/Schools/01425","801-766-5273","801-766-5168","","2004","","Principal","Aaron Barth","abarth@alpinedistrict.org"
"Alpine District","01","Windsor School","182","Public","","Title I","Title I","Pre - 6","1315 N MAIN","OREM","84057","geo:40.321221,-111.696735","http://www.alpine.k12.ut.us/phpApps/genericPage.php?pdid=632","https://datagateway.schools.utah.gov/Schools/01182","801-610-8124","801-227-8747","","1956","","Principal","Jennifer Moore","jmoore@alpinedistrict.org"
"Alta Independent","AL","Alta Independent","955","Private","","","","6 - 12","575 East University Parkway Suite E212","OREM","84097","geo:40.2751302,-111.6836036","www.altaindependent.com","","888-423-9192","","","2016","","Director","",""
"American Academy of Innovation","8K","American Academy of Innovation","700","Public","Charter","Title I","Title I","6 - 12","5410 W South Jordan Parkway","South Jordan","84009","geo:40.5572631,-112.022192","www.aaiutah.org","https://datagateway.schools.utah.gov/Schools/8K700","801-810-4786","","State Charter School Board (SCSB)","2016","","Administrator","","scott.jones@aaiutah.org"
"American Heritage at South Jordan","MN","American Heritage at South Jordan","950","Private","","","","Pre - 12","11100 S REDWOOD RD","SOUTH JORDAN","84009","geo:40.549444,-111.938834","","","801-254-3882","801-523-6357","","2006","","Principal","Steven Yorgason","eyjorgason@ahsjschool.org"
"American International School of Utah","1J","American International School of Utah","800","Public","Charter","Title I","","K - 12","4998 S. Galleria Drive","MURRAY","84123","geo:40.66651,-111.90574","www.AISUtah.org","https://datagateway.schools.utah.gov/Schools/1J800","801-989-7191","","State Charter School Board (SCSB)","2014","2019","Director","Nathan Justis","nathan.justis@aisutah.org"
"American Leadership Academy","8B","American Leadership Academy","100","Public","Charter","Title I","Title I","K - 12","898 W 1100 S","SPANISH FORK","84660","geo:40.095199,-111.669723","http://www.americanleadership.net","https://datagateway.schools.utah.gov/Schools/8B100","801-794-2226","801-794-2130","State Charter School Board (SCSB)","2005","","Coordinator","Richard Morley","rmorley@americanleadership.net"
"American Legacy Academy","MQ","American Legacy Academy","901","Private","","","","K - 6","1526 W 1730 N","PROVO","84604","geo:40.38142,-111.798691","","","801-756-4020","801-756-4020","","2007","","Principal","",""
"American Preparatory Academy","74","American Preparatory Academy","100","Public","Charter","","","K - 6","12892 S PONY EXPRESS RD","DRAPER","84020","geo:40.517489,-111.891825","http://www.americanprep.org","https://datagateway.schools.utah.gov/Schools/74100","801-553-8500","801-576-9300","State Charter School Board (SCSB)","2003","","Superintendent","Carolyn Sharette","gortega@apamail.org"
"American Preparatory Academy","74","American Preparatory Academy - Accelerated School","110","Public","Charter","Title I","Title I","K - 12","3636 W 3100 S","WEST VALLEY CITY","84120","geo:40.703925,-111.978019","http://www.americanprep.org/home/","https://datagateway.schools.utah.gov/Schools/74110","385-351-3090","385-351-3089","State Charter School Board (SCSB)","2011","","Director","Carolyn Sharette","gortega@apamail.org"
"American Preparatory Academy","74","American Preparatory Academy - Draper #2","130","Public","Charter","","","K - 6","11938 South Lone Peak Parkway","DRAPER","84020","geo:40.516862,-111.891658","http://www.americanprep.org","https://datagateway.schools.utah.gov/Schools/74130","801-810-3590","801-810-3589","State Charter School Board (SCSB)","2013","","Superintendent","Carolyn Sharette","gortega@apamail.org"
"American Preparatory Academy","74","American Preparatory Academy - Draper #3","700","Public","Charter","","","7 - 12","11938 LONE PEAK PARKWAY","DRAPER","84020","geo:40.53428,-111.90101","www.americanprep.org","https://datagateway.schools.utah.gov/Schools/74700","801-810-3590","801-810-3589","State Charter School Board (SCSB)","2014","","Director","Carolyn Sharette","gortega@apamail.org"
"American Preparatory Academy","74","American Preparatory Academy - Salem","140","Public","Charter","Title I","","K - 10","1195 S. Elk Ridge Drive","SALEM","84653","geo:40.036522,-111.691674","salem.americanprep.org","https://datagateway.schools.utah.gov/Schools/74140","801-465-4434","801-465-7808","State Charter School Board (SCSB)","2016","","Superintendent","Carolyn Sharette","gortega@apamail.org"
"American Preparatory Academy","74","American Preparatory Academy - The School for New Americans","120","Public","Charter","Title I","Title I","K - 9","1255 W CRYSTAL AVE.","WEST VALLEY CITY","84119","geo:40.713291,-111.928256","http://www.americanprep.org/home/","https://datagateway.schools.utah.gov/Schools/74120","801-839-3613","801-839-3626","State Charter School Board (SCSB)","2009","","Superintendent","Carolyn Sharette","gortega@apamail.org"
"Aneth Community School","JB","Aneth Community School","904","Private","","","","Pre - 6","P O BOX 600","MONTEZUMA CREEK","84534","geo:37.260728,-109.303462","http://www.aneth.org/","","435-651-3271","","","1995","","Principal","Rena Yazzie","ryazzie@aneth.sanjuan.k12.ut.us"
"Angie's Kinder Academy","AK","Angie's Kinder Academy","901","Private","","","","Pre - K","3523 West 5600 South","ROY","84067","geo:41.1615755,-112.0650142","www.angieskinderacademy.net","","801-731-7315","","","2014","","Director","",""
"Arches Academy","JS","Arches Academy","916","Private","","","","K - 8","280 SOUTH 400 EAST","OREM","84097","geo:40.291897,-111.685991","www.archesacademy.com","","801-374-5480","801-374-5491","","2002","","Principal","Annette Warnick","info@archesacademy.com"
"Ascent Academies of Utah","2J","Ascent Academies of Utah Farmington","300","Public","Charter","","","K - 9","22 South 650 West","FARMINGTON","84025","geo:41.0604571,-111.9782869","www.ascentutah.org","https://datagateway.schools.utah.gov/Schools/2J300","385-220-2200","","State Charter School Board (SCSB)","2014","","Principal","Clayton Reid","creid@ascentutah.org"
"Ascent Academies of Utah","2J","Ascent Academies of Utah Lehi","320","Public","Charter","Title I","","K - 9","2199 W 900 N","LEHI","84043","geo:40.3986691,-111.8870765","http://lehi.ascentutah.org/","https://datagateway.schools.utah.gov/Schools/2J320","385-374-9641","","State Charter School Board (SCSB)","2015","","Director","Tricia Remington","tremington@ascentutah.org"
"Ascent Academies of Utah","2J","Ascent Academies of Utah West Jordan","310","Public","Charter","Title I","Title I","K - 9","5662 W 8200 S","WEST JORDAN","84081","geo:40.602369,-112.0289025","www.AscentUtah.org","https://datagateway.schools.utah.gov/Schools/2J310","385-275-0909","","State Charter School Board (SCSB)","2014","","Director","Sara Tucker","stucker@ascentutah.org"
"Athenian eAcademy","4K","Athenian eAcademy","300","Public","Charter","Title I","","K - 12","765 E. 340 S. Suite 203","AMERICAN FORK","84003","geo:40.370171,-111.7795587","www.aea.rocks","https://datagateway.schools.utah.gov/Schools/4K300","385-715-5400","385-265-4308","State Charter School Board (SCSB)","2015","","Administrator","","hollylepisto@aea.rocks"
"Athlos Academy of Utah","1L","Athlos Academy of Utah","300","Public","Charter","Title I","Title I","K - 8","12309 South Mustang Trail Way","HERRIMAN","84096","geo:40.526455,-112.0339179","www.athlosutah.org","https://datagateway.schools.utah.gov/Schools/1L300","801-438-4619","","State Charter School Board (SCSB)","2016","","Principal","","jherr@athlosutah.org"
"Autism Solutions","AS","Autism Solutions","910","Private","","","","Pre - 6","12222 South 1000 East Ste. 3","DRAPER","84020","geo:40.5288213,-111.8648769","autismsolutionsutah.com","","801-987-3592","","","2017","","Director","",""
"Autism Solutions","AS","Autism Solutions Academy - Layton","920","Private","","","","K - 12","12222 S. 1000 E. #3","DRAPER","84020","geo:41.0865718,-111.9749653","autismsolutionsutah.com","","801-987-3592","801-753-0397","","2017","","Director","",""
"Bear River Charter School","3G","Bear River Charter School","100","Public","Charter","Title I","Title I","K - 8","75 S 400 W","LOGAN","84321","geo:41.730152,-111.845523","http://www.brcs-logan.org","https://datagateway.schools.utah.gov/Schools/3G100","435-753-8811","855-661-6118","State Charter School Board (SCSB)","2010","","Director","","j.adams@brcs-logan.org"
"Beaver District","02","Beaver High","704","Public","","","","7 - 12","195 E CENTER P O BOX 71","BEAVER","84713","geo:38.274832,-112.638077","http://www.bhs.beaver.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/02704","435-438-2301","435-438-1519","","1974","","Principal","Brady Fails","brady.fails@beaver.k12.ut.us"
"Beaver District","02","Beaver Preschool","100","Public","","","","Pre","290 N MAIN P O BOX 31","BEAVER","84713","geo:38.277783,-112.640903","","https://datagateway.schools.utah.gov/Schools/02100","435-438-2291","","","2002","","Director","","russell.carter@m.beaver.k12.ut.us"
"Beaver District","02","Belknap School","104","Public","","Title I","Title I","K - 6","500 N 650 E P O BOX 686","BEAVER","84713","geo:38.278523,-112.64197","http://www.bes.beaver.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/02104","435-438-2281","435-438-5385","","1938","","Principal","Brad Harris","brad.harris@beaver.k12.ut.us"
"Beaver District","02","Milford High","708","Public","","","","7 - 12","62 N 300 W P O BOX 159","MILFORD","84751","geo:38.397911,-113.013508","http://www.mhs.beaver.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/02708","435-387-2751","435-387-2494","","1974","","Principal","David Cluff","david.cluff@beaver.k12.ut.us"
"Beaver District","02","Milford School","108","Public","","Title I","Title I","K - 6","450 S 700 W P O BOX 309","MILFORD","84751","geo:38.393988,-113.01975","http://www.mes.beaver.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/02108","435-387-2841","435-387-5050","","1960","","Principal","Brian Hollingshead","brian.hollingshead@beaver.k12.ut.us"
"Beaver District","02","Minersville School","112","Public","","Title I","Title I","K - 6","450 S 200 W P O BOX 189","MINERSVILLE","84752","geo:38.208521,-112.926699","http://www.min.beaver.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/02112","435-386-2382","435-386-2484","","1960","","Principal","Jody Heaps","jody.heaps@beaver.k12.ut.us"
"Beaver District","02","Minersville School","712","Public","","","","7 - 8","450 S 200 W P O BOX 189","MINERSVILLE","84752","geo:38.208521,-112.926699","http://www.min.beaver.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/02712","435-386-2382","435-386-2484","","1960","","Principal","Jody Heaps","jody.heaps@beaver.k12.ut.us"
"Beehive Science & Technology Academy","3B","Beehive Science & Technology Academy","700","Public","Charter","Title I","Title I","6 - 12","830 E 9400 S","SANDY","84094","geo:40.577765,-111.8679","http://www.beehiveacademy.org","https://datagateway.schools.utah.gov/Schools/3B700","801-576-0070","801-618-4115","State Charter School Board (SCSB)","2005","","Principal","Hanifi Oguz","principal@beehiveacademy.org"
"Benchmark School","KB","Benchmark School","674","Private","","","","7 - 12","592 W 1350 S","WOODS CROSS","84087","geo:40.877978,-111.895666","","","801-299-5300","801-296-2163","","1980","","Director","Michelle Brown","michelle.brown@uhsinc.com"
"Birdseye Boys Ranch","LE","Birdseye Boys Ranch","910","Private","","","","K - 12","C/O HERITAGE YOUTH SERVICE PO Box 117","Spanish Fork","84660","geo:39.924443,-111.545082","","","","","","2003","","Administrator","",""
"Box Elder District","03","Adele C. Young Intermediate","308","Public","","","","6 - 7","830 LAW DR","BRIGHAM CITY","84302","geo:41.49439,-112.026471","http://www.acyi.besd.net/","https://datagateway.schools.utah.gov/Schools/03308","435-734-4940","435-734-4950","","1996","","Principal","Corey Thompson","corey.thompson@besd.net"
"Box Elder District","03","Alice C. Harris Intermediate","304","Public","","","","6 - 7","515 N HUSKY WAY","TREMONTON","84337","geo:41.717449,-112.177445","http://www.achi.besd.net/","https://datagateway.schools.utah.gov/Schools/03304","435-257-2560","435-257-4133","","1995","","Principal","Colleen Shaffer","colleen.shaffer@besd.net"
"Box Elder District","03","Bear River High","704","Public","","","","10 - 12","1450 S MAIN","GARLAND","84312","geo:41.725007,-112.163042","http://www.brhs.besd.net","https://datagateway.schools.utah.gov/Schools/03704","435-257-2500","435-257-3899","","1938","","Principal","Kristi Capener","kristi.capener@besd.net"
"Box Elder District","03","Bear River Middle","404","Public","","","","8 - 10","300 E 1500 S","GARLAND","84312","geo:41.725156,-112.158859","http://www.brms.besd.net/handbook.htm","https://datagateway.schools.utah.gov/Schools/03404","435-257-2540","435-257-3945","","1965","","Principal","Eldon Petersen","eldon.petersen@besd.net"
"Box Elder District","03","Box Elder High","708","Public","","","","10 - 12","380 S 600 W","BRIGHAM CITY","84302","geo:41.504329,-112.02606","http://www.behs.besd.net/","https://datagateway.schools.utah.gov/Schools/03708","435-734-4840","435-734-4846","","1961","","Principal","Gary Allen","gary.allen@besd.net"
"Box Elder District","03","Box Elder Middle","408","Public","","","","8 - 9","18 S 500 E","BRIGHAM CITY","84302","geo:41.509752,-112.00872","http://www.bems.besd.net/","https://datagateway.schools.utah.gov/Schools/03408","435-734-4880","435-734-4885","","1939","","Principal","","keith.mecham@besd.net"
"Box Elder District","03","Century School","104","Public","","","","K - 5","5820 N 4800 W","BEAR RIVER CITY","84301","geo:41.6152,-112.129109","http://www.century.besd.net","https://datagateway.schools.utah.gov/Schools/03104","435-279-2651","435-279-2654","","1964","","Principal","Jason Sparks","jason.sparks@besd.net"
"Box Elder District","03","Corinne Early Learning Center","120","Public","","","","Pre","2275 N 3900 W","CORINNE","84307","geo:41.546831,-112.110722","http://www.elc.besd.net","https://datagateway.schools.utah.gov/Schools/03120","435-744-2468","435-744-2428","","1963","","Coordinator","Patricia Jones",""
